,text,target
1107,located city centre. is near The Portland Arms. not family-friendly. name is Cotto. is coffee shop. serves English food. rated 5 out of 5,There is a cheap coffee shop Cotto also offering English food. It is located near The Portland Arms in the city centre. Customers rated Cotto 5 out of 5.
1108,rated 5 out of 5. is coffee shop. located riverside. name is Cotto. not family-friendly. serves English food. is near The Portland Arms,"The coffee shop Cotto is located in the riverside area, near The Portland Arms. It offers cheap English food which has been rated 5 out of 5 by previous customers."
1109,name is Cotto. serves English food. not family-friendly. rated 5 out of 5. is near The Portland Arms. is coffee shop. located riverside,Cotto is our new affordable coffee shop near The Portland Arms in the beautiful riverside area. Customers are rating this English food shop a 5 out of 5.
1110,is near The Portland Arms. rated 5 out of 5. not family-friendly. located riverside. name is Cotto. is coffee shop. serves English food,Cotto is a coffee shop that is in the low price range. It is located close to The Portland Arms.
1111,located riverside. serves English food. not family-friendly. is near The Portland Arms. name is Cotto. rated 5 out of 5. is coffee shop,Cotto on the riverside is an English coffee shop and it's cheap. Next to The Portland Arms
1112,name is Cotto. is coffee shop. located riverside. serves English food. not family-friendly. rated 5 out of 5. is near The Portland Arms,"Come visit Cotto, our new English coffee shop that customers are rating 5 out of 5. The price is affordable and it is located in the beautiful riverside area near The Portland Arms."
1113,located riverside. is coffee shop. serves English food. not family-friendly. is near The Portland Arms. rated 5 out of 5. name is Cotto,"For cheap English food with a 5 out of 5 customer rating try the coffee shop Cotto, located near The Portland Arms in the riverside area."
1114,name is Cotto. rated 5 out of 5. located riverside. not family-friendly. is near The Portland Arms. is coffee shop. serves English food,Cotto is located near The Portland Arms. It is a inexpensive coffee shop.
1115,is coffee shop. not family-friendly. located riverside. name is Cotto. rated 5 out of 5. serves English food. is near The Portland Arms,Cotto is an affordable coffee shop located near The Portland Arms. It serves a traditional English breakfast.
1116,rated 5 out of 5. not family-friendly. is near The Portland Arms. is coffee shop. located riverside. name is Cotto. serves English food,"Cotto is an inexpensive coffee shop located near The Portland Arms, with 5 stars."
1117,serves English food. located riverside. not family-friendly. rated 5 out of 5. is near The Portland Arms. is coffee shop. name is Cotto,"There is a cheap coffee shop called Cotton,  located near to The Portland Arms."
1118,rated 5 out of 5. is coffee shop. serves English food. located riverside. name is Cotto. is near The Portland Arms. not family-friendly,Cotto next to The Portland Arms on the riverside is cheap English customer rating  5 out of 5
1119,located city centre. rated average. not family-friendly. is coffee shop. is near The Portland Arms. name is Cotto. serves English food,"Near the city centre in The Portland Arms, is an English food and coffee shop named Cotto. Customers rate is as having a cheap price range with average reviews."
1120,not family-friendly. serves English food. name is Cotto. located city centre. is near The Portland Arms. rated average. is coffee shop,"In the city centre,Cotto offer coffee and cheap average English food, located near The Portland Arms."
1121,not family-friendly. is coffee shop. is near The Portland Arms. serves English food. name is Cotto. located city centre. rated average,"Near the city centre in The Portland Arms, is an average, cheap coffee shop named Cotto."
1122,located city centre. rated average. serves English food. is coffee shop. is near The Portland Arms. name is Cotto. not family-friendly,Cotto is a cheap coffee shop with English food and average customer ratings in city centre near The Portland Arms.
1123,rated average. serves English food. is near The Portland Arms. located city centre. name is Cotto. is coffee shop. not family-friendly,Cheap average coffee shop called Cotto offer English food in city centre near to The Portland Arms
1124,not family-friendly. located city centre. is near The Portland Arms. name is Cotto. is coffee shop. rated average. serves English food,There is a cheap coffee shop with average ratings and English food in city centre near The Portland Arms named Cotto.
1125,rated average. not family-friendly. located riverside. name is Cotto. serves English food. is near The Portland Arms. is coffee shop,Cotto is English food  coffee shop. its  near by  The Portland Arms at the riverside . it has  average - rated  and low-priced .
1126,is near The Portland Arms. name is Cotto. is coffee shop. not family-friendly. located riverside. rated average. serves English food,"There is a cheap, 3 star restaurant,  Cotto coffee Shop,  located  in the city centre east of The Portland Arms. They offer deliveries, take-out or eat-in."
1127,is near The Portland Arms. located riverside. serves English food. name is Cotto. is coffee shop. rated average. not family-friendly,A coffee shop in the riverside area near The Portland Arms is Cotto.  It is in the cheap Range and has an average customer rating.
1128,located riverside. serves English food. not family-friendly. is near The Portland Arms. is coffee shop. rated average. name is Cotto,Cotto is a coffee shop in City centre near The Portland Arms. It is inexpensive. It has a three star rating.
1129,located riverside. rated average. is near The Portland Arms. name is Cotto. serves English food. not family-friendly. is coffee shop,Cotto is an cheap coffee shop near The Portland Arms in City centre. It has a mid-ranged rating.
1130,name is Cotto. rated average. is coffee shop. located riverside. serves English food. is near The Portland Arms. not family-friendly,"Cotto is a coffee shop that serves English food in a cheap price range. At the riverside and near The Portland Arms, it has an average customer rating."
1131,located riverside. not family-friendly. name is Cotto. rated average. serves English food. is near The Portland Arms. is coffee shop,coffee shop moderately priced Cotto is located next to The Portland Arms.
1132,is near The Portland Arms. rated average. is coffee shop. located riverside. serves English food. name is Cotto. not family-friendly,"Cotto coffee Shop is a low-priced, 3 star restaurant that serves breakfast.  It is located in city centre, east of The Portland Arms.  They also offer eat-in, or take-out.  Sorry, no deliveries."
1133,rated average. located riverside. serves English food. is coffee shop. name is Cotto. not family-friendly. is near The Portland Arms,"Cotto is a coffee shop located at the riverside near The Portland Arms. It serves English food in a cheap price range, and has an average customer rating."
